story_num,story_version,abstract,variant_group
91,s91,"Ill-treated heroine (by step-mother and step-sisters)--Menial--Hearth-abode--Fairy godmother--Transformation of pumpkin, mice, rats, lizard, and heroine's rags--Magic dresses-Meeting-place (ball)--Three-fold flight--Heroine must leave ball before midnight, when fairy equipage is re-transformed--Lost shoe-- Shoe marriage test--Happy marriage.",A
92,s92,Ill-treated heroine (by step-mother)--Menial heroine--Helpful animal (ewe) performs task [task-performing animal]---Spy on heroine--Slaying of helpful animal--Eating taboo--Revivified bones: twelve damsels befriend heroine--Magic dresses--Meeting-place (ball)--Two fold flight--Heroine shakes pearls from her hair to detain pursuers; (2) Throws shoe--Shoe marriage test--Happy marriage.,A
94,s94,"Ill-treated heroine (by step-mother)--Task (to recover oat meal from dust-heap)--Heroine goes to well. Lovely lady comes forth. Virgin aid--Magic dresses--Meeting-place (church)-- Threefold flight--Heroine enveloped in mist--Pitch trap--Lost shoe--Prince gives ball for Shoe marriage test--House-to-house search--Heroine hidden under trough--Mutilated foot (step sister's)--Animal witness (cock)--Happy marriage.",A
95,s95,"Ogress changes heroine's mother into form of lost sheep, takes her place, and kills sheep. Eating taboo. Revivified bones-- Transformed mother help -- Birch-tree springs from bones. Tasks (l & 2) Grain-sorting, (3) To recover spilt milk, per formed by sweeping stove Cross-wise with branch of birch-tree-- Grave help--Magic dresses-- Meeting-place (feast) --Ogress' daughter kicked when under table gnawing bones, has, (1) arm broken, (2) leg broken, (3) eye put out--Threefold flight--Pitch. trap catches (1) ring, (2) gold ear-ring, (3) gold shoes--Hearth abode--Lost shoe--Shoe (ring and ear-ring) Marriage tests-- Artificial limbs and eye for ogress' daughter--Mutilated feet (finger and ear.) Heroine taken with false bride to castle. Prince pushes ogress' daughter into river to form bridge; crosses it with heroine--Hemlock grows out of ogress' daughter and is cut by ogress--Help at grave--Birch-tree now disappears-- Happy marriage--Heroine, after birth of son, transformed into reindeer by ogress--Substituted bride--Reindeer suckles child-- Husk, Cast by heroine, burnt by Prince--Heroine turns into spinning-wheel, washing-bat, spindle, etc., then becomes human again--Villain Nemesis--Ogress' dying curse, origin of worms, snakes, and noxious insects.",A
98,s98,"Heroine urged by father to marry servant--Helpful animal (bull)--Heroine flight on bull through forests. Heroine plucks oak-leaf, and is clad in brass; bull overcomes wolf; she plucks hazel-leaf and is clad in silver; bull slays two wolves; she plucks lime-leaf; bull is slain by three wolves--Heroine disguise (hide of helpful animal)---Magic dresses (kept in bull's horn)-- Menial heroine (scullion at palace)-[Meeting-place (church).]",A
101,s101,"Heroine and mother wash clothes by the shore; ogress persuades mother to throw her a long-sleeved shirt; on this she and her daughter ride across from tongue of land--Ogress transforms mother into sheep, takes her place, and kills sheep-- Trans formed mother help--Three birch trees grow from three drops of sheep's blood caught by heroine--Ill-treated heroine (by ogress stepmother)--Tasks, to mend oven and sort grain; performed by cross-wise striking with three-year-old, six-year-old, nine-year-old twigs--Magic dresses--Meeting-place (Czar's banquet)-- Czar's son cares for heroine's horse--Heroine throws bone at ogress's daughter, breaking (1) her foot, (2) her hand, (3) putting out her eye--She afterwards boasts of attentions received from Czar's son--[Threefold flight]--Pitch traps--Lost (1) hat, (2) glove, (3) shoe--Hat, glove, and shoe marriage tests--Heroine sent away to tend cattle--Mutilated head, fingers, foot [mutilated feet]--Czar's son and ogress's daughter set out in boat to wedding--Witness. Heroine as shepherdess denounces false bride, whom Czar's son throws into brook--Happy marriage--Ogress visits heroine after birth of son; rescues own daughter from brook--Substituted bride--Heroine transformed into reindeer; persuades shepherd to bring her child to forest; suckles it--Shepherd tells Czar's son, who seeks counsel of old widow--Husk cast by heroine burnt by Czar's son--Heroine cannot follow reindeer without it; goes home with husband--Villain Nemesis. Ogress and false wife cast into flaming pit.",A
102,s102,"Ogress inquires of heroine whither her mother has gone, and thrice receives misleading reply; then seeks in contrary direction, finds mother, transforms her into sheep, takes her place, and kills sheep. Eating taboo. Revivified bones-- Transformed mother help (bones turned into ox). Slaying of ox--Birch-tree springs from hones---Ill-treated heroine (by ogress step-mother)-- Tasks, to mend oven, sort grain, separate barley from ashes; performed by cross-wise striking with twig from birch-tree--Ogress and daughters on way to Czar's banquet, refuse to shear sheep, milk cow, wash old man. Heroine does all; old man gives her magic stick to open treasure-stone--Magic dresses--Meeting-place (banquet)--- Czar's son cares for heroine's horse--Heroine throws bone at ogress, breaking (1) her leg, (2) her hand, (3) putting out her eye. Ogress presently boasts of attentions received-[Threefold flight]--Pitch traps--Lost hat, ring, shoe [lost shoe]--Hat, ring, and shoe marriage tests--Mutilated heads, fingers, feet (ogress's daughters') Czar's son sets out with heroine--Substituted bride--Heroine hidden in thicket--Witness. Shepherd thrice denounces false bride--Villain Nemesis. False bride cast into pit of burning tar--Happy marriage.",A
103,s103,"Three sisters have washed hands for three years to go to king, who seeks bride. They refuse to (1) shear sheep, (2) milk cow, (3) help old man. Beggar's daughter complies with wish of each. Old man gives her magic stick to open treasure-rock--Menial heroine (poultry-maid at palace)--Tasks, to sort peas from ashes--Magic dresses--Meeting-place (church)--Threefold flight-- Gold pieces thrown to detain king--Lost shoe--Shoe marriage test--Happy marriage.",A
104,s104,"Ill-treated heroine (by elder sisters)--Going to church, sisters refuse (1) to milk cow, (2) to take bread from oven, (3) to shear sheep, because for five weeks they have washed hands with soap and new milk. Heroine milks cow and gets milk, takes bread from oven and keeps it, shears sheep and gets wool--Magic dresses--Lost shoe (found by general's son)--Shoe marriage test--Happy marriage.",A
105,s105,"Three girls are to enter king's service. Two who have washed hands for three weeks meet (1) old man, whom they refuse to comb, (2) sheep, and will not shear it, (3) cow, and will not milk it. Heroine combs old man's hair, shears sheep, milks cow, throws milk over cow's feet, and puts pail on horns--Menial heroine (scullion at palace)--Tasks, to make dinner from half a pea and grain of barley, which king throws in ashes--Task-performing old man--Magic dresses--Meeting-place (church)-- Threefold flight--Lost shoe--Shoe marriage test--Mutilated feet--Happy marriage.",A
106,s106,"Two girls have washed their hands for three years to enter king's service. They refuse (1) to take bread from oven, (2) milk cow, (3) shear sheep, (4) help old man. Heroine does all these things, and gets from old man magic stick, which opens treasure-rock--Menial heroine (kitchenmaid at palace)--Tasks, to sort grain from ashes--Task-performing old man--Magic dresses-- Meeting-place (church)--Threefold flight--Pitch trap---Lost shoe--Shoe marriage test--Mutilated feet--Happy marriage.",A
107,s107,"Three sisters are servants at palace--Menial heroine (swine herd)--Task, to prepare dinner from two peas and two grains of barley and rye---Task-performing old man--Heroine searches head of second old man, who gives her stick to open treasure- rock--Magic dresses--Meeting-place (church)--Threefold flight--Pitch trap--Lost shoe--Shoe marriage test--Mutilated feet --Happy marriage.",A
108,s108,"Two sisters have washed hands and eyes for three years to go to king's son, who seeks bride. They refuse (1) to turn loaves in oven, (2) shear ram, (3) milk cow, (4) help old man--Menial heroine (swineherd)--Heroine follows sisters to Court; turns loaves and gets loaf; shears ram and gets wool; milks cow and gets milk; helps old man, and gets stick to open treasure-rock-- Magic dresses--Meeting-place (church)--Threefold flight-- Gold pieces thrown to detain king's son--Lost shoe--Shoe marriage test--Mutilated feet--King's son tears off heroine's gown covering magic dresses--Happy marriage--Villain Nemesis--Sisters hang themselves.",A
109,s109,"Ill-treated heroine (by step-mother) heroine (cowherd)--Helpful animal (cow)--Ear cornucopia--Spy on heroine--Slaying of helpful animal (proposed)--Flight on cow-- Heroine directed to slay cow--Heroine disguise (cowskin)-- Menial heroine (swineherd at palace)--Token objects: (1) comb, (2) soap, (3) towel; afterwards named--Help at grave (of cow)--Magic dresses--Meeting-place (weddings)--Threefold flight--Lost shoe--Shoe marriage test--Heroine's disguise falls off revealing gold dress--Happy marriage.",A
